product_name,description,how_it_fits,composition_care,sale_price,color,images
Levi's® Women's Baggy Dad Jorts,"The kind of shorts you might steal from your parent’s closet—but baggier. Cut with a mid rise, our Baggy Dad Jorts are relaxed yet flattering with extra room for a subtle edge.","Non-Stretch; Comfy, vintage-inspired jorts; Cut with a baggy fit; Features a mid rise; Finished with an above-the-knee length; Crafted with classic non-stretch denim; Model is 6'1"" with a 29"" waist. They're wearing a size 29 x 32.","100% Cotton; Wash your jeans once every 10 wears at most; this increases their lifespan and saves natural resources.Machine wash cold, Do not bleach, Tumble dry medium, Hot iron if needed, Dry cleaning possible, Wash inside out with like colors","2,090 ฿","['Pick Sides Short', 'Foolish Love']",https://levi.co.th/cdn/shop/files/24_H2_WB_000MJ-0000_EAS_PS_ON_DA_7631cf24-ad87-47a9-b510-52a61d16be74.jpg?v=1719323702&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_000MJ-0000_EAS_PS_ON_BV_b25cdee8-f68c-4d88-9cb8-65cd194fd455.jpg?v=1719323702&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_000MJ-0000_EAS_PS_ON_SV_f94eb040-5115-4d72-9b6a-99d938beeba9.jpg?v=1719323703&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_000MJ-0000_EAS_PS_ON_FV_a67e6f8d-6e93-4052-8ff2-6dec0c01b585.jpg?v=1719323703&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_000MJ-0000_EAS_PS_ON_D1_3a7c9600-1e5e-4f2d-905b-1792a77dab52.jpg?v=1719323703&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_000MJ-0000_EAS_PS_ON_D2_844faac3-5d78-4b3a-a30a-18ff2783f9e3.jpg?v=1719323703&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_000MJ-0000_EAS_PS_LD_FV_2a208043-b4f5-4937-a45f-d23d953da3ab.jpg?v=1719323703&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_000MJ-0000_EAS_PS_LD_D1_96570cb2-aec3-408e-9aa1-23f5ded9c79e.jpg?v=1719323703&width=416
Levi's® Women's Lola Shirt,"A roomy take on a classic menswear staple, our Lola Shirt updates a distinctly Levi's® style. Loose-fit sleeves and a longer length pair with the instantly recognizable red tab and chest flap pocket.
A roomy take on a classic menswear shirt
Made with a longer, tunic-like hem and slightly roomier sleeves
With instantly recognizable red tab branding",Long Sleeve,"100% Cotton; Machine wash cold delicate cycle, Do not bleach, Tumble dry low, Cool iron if needed, Dry cleaning possible, Wash inside out with like colors","1,990 ฿","['Bright White', 'Hip To Be Square 4', 'Cannita Stripe Night Sky', 'Ilya Stripe Navy Blazer']",https://levi.co.th/cdn/shop/files/levis-womens-lola-shirt-24_H2_WT_A9179-0021_EAS_PS_ON_DA_260bb0ee-180c-4c8b-884e-32f49055be93.jpg?v=1732005691&width=416; https://levi.co.th/cdn/shop/files/levis-womens-lola-shirt-24_H2_WT_A9179-0021_EAS_PS_ON_FV_b9589ead-f308-42d3-a569-c9dd057a57a3.jpg?v=1732005691&width=416; https://levi.co.th/cdn/shop/files/levis-womens-lola-shirt-24_H2_WT_A9179-0021_EAS_PS_ON_BV_83bb8c48-3290-409b-8c72-6ef34f55ef64.jpg?v=1732005691&width=416; https://levi.co.th/cdn/shop/files/levis-womens-lola-shirt-24_H2_WT_A9179-0021_EAS_PS_ON_D1_790e3c40-2a26-4f50-b50c-2da3d8d85946.jpg?v=1732005691&width=416; https://levi.co.th/cdn/shop/files/levis-womens-lola-shirt-24_H2_WT_A9179-0021_EAS_PS_LD_FV_49e30d9e-6f6c-439e-ba7f-29712458f2cc.jpg?v=1732005691&width=416; https://levi.co.th/cdn/shop/files/levis-womens-lola-shirt-24_H2_WT_A9179-0021_EAS_PS_LD_D1_330ac7b6-3b36-4251-be4a-99de9b251174.jpg?v=1732005691&width=416
Levi's® Men's Standard Jean Shorts,"Good denim shorts need no fuss or frills. That's why we kept it simple and designed these with just the basics: quality denim, classic 5-pocket styling and a versatile fit that hits just above the knees.
The quintessential jean short
Finished with a versatile straight leg
Woven with a hint of stretch
Classic 5-pocket styling
Versatile fit that...
Read more","Stretch; Extra room through the seat and thigh; Hits above the knee; Sits at the waist; Zip fly; 5-pocket styling; Model is 6.2"" with a 31"" waist. They're wearing a size medium.","99% Cotton, 1% Elastane (Lycra®); Machine wash cold, wash and dry inside out with like colors, liquid detergent is recommended, dry cleaning possible, warm iron if needed; LYCRA® is a trademark of The LYCRA® Company","1,890 ฿","['Night Run Short', 'Wake Up Short', 'Division Fight The Feelin Short']",https://levi.co.th/cdn/shop/files/levis-mens-405-standard-shorts-398640058_5_ON_FA.jpg?v=1713356273&width=416; https://levi.co.th/cdn/shop/files/levis-mens-405-standard-shorts-398640058_2_ON_BV.jpg?v=1713356273&width=416; https://levi.co.th/cdn/shop/files/levis-mens-405-standard-shorts-398640058_3_ON_SV.jpg?v=1713356273&width=416; https://levi.co.th/cdn/shop/files/levis-mens-405-standard-shorts-398640058_1_ON_FV.jpg?v=1713356273&width=416
Levi's® Men's 502™ Taper Jeans,"Meet our most versatile fit—our 502™ Taper Jeans. Cut on the slimmer side (but still roomy enough for comfort) with a streamlined, tapered leg, they’re a more refined, modern alternative to straight jeans and a universal favorite across builds. They look great both cuffed and uncuffed, and go with pretty much any shoes, so whip out the sneakers, combat boots...
Read more","A classic taper for every day; Extra room for comfort; A refined, modern alternative to straight jeans; We made this garment with recycled polyester fiber; Crafted with a hint of stretch; Model is 5'7"" with a 24"" waist. They're wearing a size 24 x 30.","84% cotton, 15% polyester (Sorbtek), 1% elastane (LYCRA®); Machine wash cold - normal cycle. wash inside out with like colors, do not bleach, tumble dry medium, warm iron, dry clean possible","3,490 ฿","['Midnight Rinse Cool', 'Future Self Adv', 'Rosefinch', ""Davie Ivy Levi's® Flex""]",https://levi.co.th/cdn/shop/files/levis-mens-502-taper-jeans-295071513_5_ON_FA.jpg?v=1713355263&width=416; https://levi.co.th/cdn/shop/files/levis-mens-502-taper-jeans-295071513_2_ON_BV.jpg?v=1713355263&width=416; https://levi.co.th/cdn/shop/files/levis-mens-502-taper-jeans-295071513_3_ON_SV.jpg?v=1713355263&width=416; https://levi.co.th/cdn/shop/files/levis-mens-502-taper-jeans-295071513_1_ON_FV.jpg?v=1713355263&width=416
Levis® Womens 501® ‘90s Lightweight Jeans,"You never thought it was possible, but then it happened. Your favorite jeans meet your favorite decade. We designed these 501® ‘90s jeans with a classic mid-rise and a loose, straight fit with just the right amount of bagginess through the leg. They're the vintage jeans you've always dreamed of finding at the thrift store, but without all the rummaging.
...
Read more",MMC lyocell; Non-stretch; Button fly; 5-pocket styling; Straight Leg,"79% Cotton, 21% Lyocell (Lenzing TENCEL™ Lyocell); Wash your jeans once every 10 wears at most; this increases their lifespan and saves natural resources.Machine wash cold, Do not bleach, Tumble dry medium, Warm iron if needed, Dry cleaning possible, Wash inside out with like colors; MMC lyocell","3,490 ฿","['Bold Underline Ltw', 'No Soap No Problem']",https://levi.co.th/cdn/shop/files/24_H2_WB_A8421-0003_EAS_PS_ON_DA_252a26b8-dd34-46ae-9b3e-1333a5dfaaf4.jpg?v=1721212329&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_A8421-0003_EAS_PS_ON_BV_2749ee9e-5aac-4b3a-93e9-c2016e2f167e.jpg?v=1721212329&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_A8421-0003_EAS_PS_ON_SV_626fa086-0182-49f0-9310-2a96d9f06e65.jpg?v=1721212329&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_A8421-0003_EAS_PS_ON_D1_09ef9ea7-699e-45e2-869b-b5c64c562ff2.jpg?v=1721212329&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_A8421-0003_EAS_PS_ON_D2_2abdc687-181a-44f9-8007-2d46e255121d.jpg?v=1721212329&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_A8421-0003_EAS_PS_ON_FV_bfc2d113-8cb0-4e7b-9482-bf0aa9349dda.jpg?v=1721212329&width=416
Levi's® Men's Housemark Polo Shirt,"We love polos for many reasons. Chief among them: their unmatched versatility. You can dress them up or down, wear them under or with anything, and they'll always look on point. This Housemark Polo Shirt is finished with a Levi's® graphic.
The king of easy tops: the polo
Streamlined detailing and silhouette for added versatility
Engineered to keep you cool...
Read more","Polo; Model is 6'1"", Waist 28"", Wearing size M; Short Sleeve","100% Cotton; Machine wash cold, Do not bleach, Tumble dry low, Warm iron if needed, Dry cleaning possible, Wash inside out with like colors","1,190 ฿","['White', 'Medium Grey Heather', 'Dress Blues', 'Crimson', 'Mineral Black', 'Night Shade X', 'Leprechaun', 'Steam Blue Pique', 'Kombu Green']",https://levi.co.th/cdn/shop/files/MT_35883-0273_EAS_PS_ON_FV_1d161c03-a944-4ca2-9a3e-bb5b7a3d7466.jpg?v=1735525122&width=416; https://levi.co.th/cdn/shop/files/MT_35883-0273_EAS_PS_ON_BV_33a1745e-5f03-49f3-a3d6-48c1ad046437.jpg?v=1735525122&width=416; https://levi.co.th/cdn/shop/files/MT_35883-0273_EAS_PS_LD_FV_ff059519-b061-45a9-a6b1-520d993ac8e6.jpg?v=1735525122&width=416; https://levi.co.th/cdn/shop/files/MT_35883-0273_EAS_PS_LD_BV_c6370ed1-b313-48d0-ba19-a28d003d21c4.jpg?v=1735525122&width=416; https://levi.co.th/cdn/shop/files/MT_35883-0273_EAS_PS_LD_D1_f359bcb6-86f7-4c3c-b27a-11bff0cfc1e4.jpg?v=1735525122&width=416
Levi's® Men's Flexfit® Housemark Logo Cap,"Your favorite everyday baseball cap. We designed our Flexfit® Housemark Logo Cap with a timeless fit, an adjustable strap and topped it off with our signature logo.
An everyday baseball cap
Finished with our signature logo",26x 20 x11(cm); Buckle,Hand wash,790 ฿,"['Regular White', 'Regular Red', 'Navy Blue']",https://levi.co.th/cdn/shop/files/levis-housemark-flexfit-cap-d77230001_16_LE_FV.jpg?v=1713365413&width=416; https://levi.co.th/cdn/shop/files/levis-housemark-flexfit-cap-d77230001_17_LE_BV.jpg?v=1713365413&width=416; https://levi.co.th/cdn/shop/files/levis-housemark-flexfit-cap-d77230001_21_LE_D1.jpg?v=1713365413&width=416
Levi's® Women's Graphic Essential T-Shirt,Classics like our Graphic Essential T-Shirt never go out of style. We made this one with an ultra-flattering high neckline and a fitted cut—all topped off with our signature red tab.,An essential tee; With a fitted cut; Finished with an embroidered design,"100% Cotton; Machine wash cold, Do not bleach, Tumble dry low, Warm iron if needed, Do not dryclean, Wash inside out with like colors, Do not iron decoration","1,190 ฿","['Bright White', 'Navy Blazer']",https://levi.co.th/cdn/shop/files/WT_001MY-0003_EAS_PS_ON_DA_e718b3c3-429f-423d-a685-8359f50b4e13.jpg?v=1737447786&width=416; https://levi.co.th/cdn/shop/files/WT_001MY-0003_EAS_PS_ON_BV_5db83810-806c-44df-a00c-8d1ae557c7d1.jpg?v=1737447786&width=416; https://levi.co.th/cdn/shop/files/WT_001MY-0003_EAS_PS_ON_FV_b3ae8d91-4d31-476e-8cd1-4f1b0fdde48d.jpg?v=1737447787&width=416; https://levi.co.th/cdn/shop/files/WT_001MY-0003_EAS_PS_ON_D1_62654fef-b019-41fb-a708-e3aeb044acf2.jpg?v=1737447787&width=416; https://levi.co.th/cdn/shop/files/WT_001MY-0003_EAS_PS_LD_FV_29b0dbcf-8361-4a39-b873-edeacd9cf13f.jpg?v=1737447787&width=416; https://levi.co.th/cdn/shop/files/WT_001MY-0003_EAS_PS_LD_D1_9f947a0d-744b-4fd3-ac4a-3405889f7b0d.jpg?v=1737447787&width=416
Levi’s® Men’s Made in Japan 1980s 501® Jeans,"All the vintage-fit magic. Zero thrift store digging. Our 1980s 501® jeans are based on everyone's archival favorite, famed by big-haired rock stars, celebrities, rebels and style icons around the world. Their easy gender-neutral fit looks and feels effortlessly cool and there are no rules to how you wear them.
Our iconic straight fit jean with signature button fly
A...
Read more","Non-Stretch; Button fly; 5-pocket styling; Straight leg; Front rise: 12 1/2"",Knee: 17 3/4"",Leg opening: 15 1/2"",Measurements based on size 32","100% Organic Cotton; Machine wash cold, Do not bleach, Tumble dry medium, Hot iron if needed, Dry cleaning possible, Wash inside out with like colors; Organic cotton","7,690 ฿","['MIJ Dark Rinse 501', 'Mij Steel']",https://levi.co.th/cdn/shop/files/levis-mens-made-in-japan-1980s-501-jeans-a58750007_EAS_PS_ON_DA_d0781951-a5ab-424e-9859-9cf1c63e4d5f.jpg?v=1723722693&width=416; https://levi.co.th/cdn/shop/files/levis-mens-made-in-japan-1980s-501-jeans-a58750007_EAS_PS_ON_BV_feb7117c-f008-44a9-9a8c-9fc5fbccff84.jpg?v=1723722693&width=416; https://levi.co.th/cdn/shop/files/levis-mens-made-in-japan-1980s-501-jeans-a58750007_EAS_PS_ON_FV_5a564689-6fe7-43fa-bf8c-c137d9b838fb.jpg?v=1723722693&width=416; https://levi.co.th/cdn/shop/files/levis-mens-made-in-japan-1980s-501-jeans-a58750007_EAS_PS_ON_SV_6bfefbeb-37fa-4d2f-b211-ddb3141d1b1b.jpg?v=1723722693&width=416; https://levi.co.th/cdn/shop/files/levis-mens-made-in-japan-1980s-501-jeans-a58750007_EAS_PS_ON_D1_b214cbb6-ea84-43cb-93a5-b8a722fc66df.jpg?v=1723722693&width=416; https://levi.co.th/cdn/shop/files/levis-mens-made-in-japan-1980s-501-jeans-a58750007_EAS_PS_ON_D2_4c78d510-0721-43b0-aeac-16407b0d8d86.jpg?v=1723722693&width=416; https://levi.co.th/cdn/shop/files/levis-mens-made-in-japan-1980s-501-jeans-a58750007_EAS_PS_LD_FV_97b53257-f26e-473a-a6eb-87a4b052a35c.jpg?v=1723722693&width=416; https://levi.co.th/cdn/shop/files/levis-mens-made-in-japan-1980s-501-jeans-a58750007_EAS_PS_LD_BV_69c9cd6a-6667-4066-869b-0f01a29133af.jpg?v=1723722693&width=416; https://levi.co.th/cdn/shop/files/levis-mens-made-in-japan-1980s-501-jeans-a58750007_EAS_PS_LD_D1_406b43ac-4d30-4ed2-bfaf-fe0f14050795.jpg?v=1723722693&width=416
Levi's® Women's XL Straight Jeans,"We took an oversized baggy cut, a wider straight leg and an adjustable rise and rolled it into these XL Straight Pants. Then, we topped it off with an adjustable tie waistband for added versatility.
Easy, baggy pants
Cut with an oversized fit
Cinch them up to wear them as a high or mid rise
With a tie waistband
Made...
Read more","Non-Stretch; Zip fly; 5-pocket styling; Straight leg; Inseam: 31"",Leg opening: 24"",Measurements based on size 27 waist; Model is 5'7"", Waist 24"", Wearing size 24 x 29","100% Cotton; Wash your jeans once every 10 wears at most; this increases their lifespan and saves natural resources.Machine wash cold, Do not bleach, Tumble dry medium, Hot iron if needed, Dry cleaning possible, Wash inside out with like colors","3,190 ฿","['Blacks', 'Med Indigo - Worn In']",https://levi.co.th/cdn/shop/files/24_H2_WB_A8701-0004_EAS_PS_ON_DA_0dd286e3-b677-44cd-99c3-3b45852c08fb.jpg?v=1735272516&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_A8701-0004_EAS_PS_ON_BV_5b418500-61bb-4adc-9f64-1d7a2cd1bfcb.jpg?v=1735272516&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_A8701-0004_EAS_PS_ON_SV_9318e569-5d29-4d59-ba8b-9c6eafdba1d1.jpg?v=1735272516&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_A8701-0004_EAS_PS_ON_FV_c47f6b09-1789-4847-8a7b-57e565dc226e.jpg?v=1735272516&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_A8701-0004_EAS_PS_ON_D1_39561c27-9d1a-4dbc-a5f7-40e4e20bb6df.jpg?v=1735272516&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_A8701-0004_EAS_PS_ON_D2_40d66aa9-83c6-4a6b-a2a9-fb9da3465e53.jpg?v=1735272516&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_A8701-0004_EAS_PS_LD_FV_0ec85129-8fcb-4824-9b82-08434b1771c0.jpg?v=1735272516&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_A8701-0004_EAS_PS_LD_D1_7c37e7be-0020-41f7-9802-f3c11091d2ba.jpg?v=1735272516&width=416
Levi's® Women's Brooklyn Medium Shoulder Bag,Meet your new go-to bag. Our Brooklyn Medium Shoulder Bag carries everything you need for the day and includes a roomy 13L capacity.,A roomy shoulder bag; Features an adjustable strap; With 13L capacity,100% Cotton; Do Not Wash,"1,490 ฿",['Jeans Blue'],https://levi.co.th/cdn/shop/files/002H3-0001_EAS_PS_LD_FV_a6136fae-1912-4937-a47b-e6c3e1930bc6.jpg?v=1737447850&width=416; https://levi.co.th/cdn/shop/files/002H3-0001_EAS_PS_LD_BV_280eb477-a710-47cf-ae0f-4125e33a29dc.jpg?v=1737447850&width=416
Levi's® Men's Relaxed Fit Short Sleeve Graphic T-Shirt,"Jeans and a tee—name a more iconic duo, we’ll wait. Made with a easy fit, this Relaxed Fit Short Sleeve Graphic T-Shirt features signature graphics for an unmistakably Levi's® touch.
An everyday short-sleeve T-shirt
Made with a relaxed fit","Crewneck; Model is 6'1"", Waist 32"", Wearing size M; Short Sleeve","100% Cotton; Machine wash cold, Do not bleach, Tumble dry low, Warm iron if needed, Do not dryclean, Wash inside out with like colors, Do not iron decoration","1,290 ฿","['LS&CO BULL SKULL FORGED IRON', 'WESTERN COWBOY SS EGRET', 'SPACE COWBOY TEE CHOCOLATE TRUFFLE', 'Serif Logo Dutch Blue', 'Serif Logo Bright White']",https://levi.co.th/cdn/shop/files/MT_16143-1675_EAS_PS_ON_FV_b5af54ef-ae0d-4faf-b638-5a238f2967f9.jpg?v=1735525411&width=416; https://levi.co.th/cdn/shop/files/MT_16143-1675_EAS_PS_ON_BV_391b5684-5b49-4c5a-a214-4c0de0e5c202.jpg?v=1735525411&width=416; https://levi.co.th/cdn/shop/files/MT_16143-1675_EAS_PS_ON_DA_316a5bcf-29b1-49cd-9474-b5a0be4b5e28.jpg?v=1735525411&width=416; https://levi.co.th/cdn/shop/files/MT_16143-1675_EAS_PS_ON_D1_7ed880e4-7599-4b76-853f-b928cfe94fd8.jpg?v=1735525411&width=416; https://levi.co.th/cdn/shop/files/MT_16143-1675_EAS_PS_LD_FV_684c325e-db3c-467a-97ac-b47260237e57.jpg?v=1735525411&width=416; https://levi.co.th/cdn/shop/files/MT_16143-1675_EAS_PS_LD_BV_dd18a4e7-f8c1-4585-a173-1f3f3d7032ea.jpg?v=1735525411&width=416; https://levi.co.th/cdn/shop/files/MT_16143-1675_EAS_PS_LD_D1_2ca50bfd-e901-47df-ae45-34a17e683adc.jpg?v=1735525411&width=416
Levi's® Men’s 578™ Baggy Jeans,"We're throwing it back to the bold styles of the '90s with our 578™ Baggy jeans. As the name suggests, these casual jeans are slouchy and extra baggy all the way down to the stacked ankle, giving off just the right amount of attitude.",Non-stretch; A baggy silhouette that draws inspiration from '90s style; Made with non-stretch denim; Crafted with non-stretch denim,"100% Cotton; Wash your jeans once every 10 wears at most; this increases their lifespan and saves natural resources.Machine wash cold, Do not bleach, Tumble dry medium, Hot iron if needed, Dry cleaning possible, Wash inside out with like colors","2,890 ฿","['8am In Charlotte', 'The Baggy Family', 'Bags To Riches']",https://levi.co.th/cdn/shop/files/MB_A4750-0021_EAS_PS_ON_DA.jpg?v=1737448280&width=416; https://levi.co.th/cdn/shop/files/MB_A4750-0021_EAS_PS_ON_BV.jpg?v=1737448280&width=416; https://levi.co.th/cdn/shop/files/MB_A4750-0021_EAS_PS_ON_SV.jpg?v=1737448280&width=416; https://levi.co.th/cdn/shop/files/MB_A4750-0021_EAS_PS_ON_FV.jpg?v=1737448280&width=416; https://levi.co.th/cdn/shop/files/MB_A4750-0021_EAS_PS_ON_D1.jpg?v=1737448280&width=416; https://levi.co.th/cdn/shop/files/MB_A4750-0021_EAS_PS_LD_FV.jpg?v=1737448280&width=416; https://levi.co.th/cdn/shop/files/MB_A4750-0021_EAS_PS_LD_D1.jpg?v=1737448280&width=416
